name,speed,shootAccuracy,shootPower,defense,stamina,totalScore
Christian Clemens,85,66,77,32,75,73.75
Edin Dzeko,65,81,86,11,72,73.75
Gelson,92,66,73,21,68,73.75
Guilherme Siqueira,79,60,81,72,83,73.75
Jakub Blaszczykowski,80,68,77,56,69,73.75
Jordi Feliu Xumetra,88,61,81,30,65,73.75
Miroslav Stoch,84,63,83,24,71,73.75
Shunsuke Nakamura,77,68,84,22,79,73.75
Diego Forlan,68,79,85,22,60,73.70
Ibrahima Traore,85,64,80,32,68,73.70
Jacek Krzynowek,72,67,87,48,70,73.70
Jean-Christophe Bahebeck,81,74,76,23,65,73.70
Jordan Ayew,77,77,76,23,71,73.70
Jordon Mutch,77,67,78,64,78,73.70
Cicero,68,76,80,45,84,73.65
Faouzi Ghoulam,84,54,80,74,91,73.65
Matthew Leckie,90,67,73,15,78,73.65
Nikos Karelis,77,76,77,25,68,73.65
Robert Mak,83,72,74,27,72,73.65
Shinji Okazaki,73,76,77,33,84,73.65
Vagner Love,72,78,80,18,75,73.65
Alberto Bueno,74,78,78,39,53,73.60
Fabian Delph,77,63,80,63,89,73.60
Lukasz Piszczek,82,61,76,79,79,73.60
Marcinho,78,72,75,51,71,73.60
Ahmed El Mohamady,79,66,75,68,83,73.55
Benoit Tremoulinas,85,58,74,79,90,73.55
Franco Vazquez,69,79,79,33,76,73.55
Junya Tanaka,77,75,78,21,70,73.55
Louis Saha,74,76,84,20,47,73.55
Nabil Bahoui,78,72,78,30,73,73.55
Nicolas De Preville,82,71,76,25,72,73.55
Papiss Cisse,72,80,80,13,66,73.55
Rafa Silva,93,65,71,23,74,73.55
Robin van Persie,64,82,85,23,62,73.55
Sung-Yueng Ki,68,73,83,55,72,73.55
Alvaro Vazquez,73,79,80,13,65,73.50
Daniel Caligiuri,82,69,78,20,76,73.50
Danijel Milicevic,74,77,77,29,73,73.50
Giles Barnes,76,71,79,32,82,73.50
Joseph Akpala,78,72,78,26,76,73.50
Juca,67,68,87,62,76,73.50
Juraj Kucka,69,65,85,68,88,73.50
Kerim Frei Koyunlu,90,66,73,29,67,73.50
Manuel Pucciarelli,79,74,75,21,81,73.50
Milot Rashica,84,72,74,21,69,73.50
Munas Dabbur,81,74,72,32,76,73.50
Reginaldo,88,66,72,38,76,73.50
Tiago Targino,93,65,70,34,68,73.50
Abel Hernandez,86,71,73,19,70,73.45
Andriy Shevchenko,74,80,77,23,60,73.45
Carlos Carbonero,84,67,77,22,79,73.45
Derlei,73,78,75,43,70,73.45
Florian Niederlechner,76,73,78,27,80,73.45
Iuri Medeiros,83,69,76,21,80,73.45
Loosemy Karaboue,78,72,77,27,80,73.45
Mamadou Kone,86,68,77,16,67,73.45
Michael Ballack,60,75,88,63,68,73.45
Ola John,87,70,77,18,47,73.45
Pizzi,77,73,74,51,74,73.45
Raul Jimenez,78,74,76,23,78,73.45
Steven Zuber,83,63,78,49,76,73.45
Claudiu Keseru,66,78,86,22,66,73.40
Diafra Sakho,78,79,72,24,70,73.40
Elias Kachunga,85,71,74,20,68,73.40
Franco Daniel Jara,78,74,76,30,70,73.40
Jan Vertonghen,72,60,86,81,79,73.40
Javi Guerra,74,78,75,35,71,73.40
Luciano Slagveer,92,66,66,58,66,73.40
Pape Modou Sougou,88,67,72,29,77,73.40
Paulo Machado,78,65,80,55,75,73.40
Rudolf Skacel,82,69,73,53,71,73.40
Yohan Mollo,85,63,81,29,65,73.40
Henrik Ojamaa,90,66,71,12,93,73.35
Iago Aspas,77,78,75,20,67,73.35
Kasper Haemaelaeinen,79,71,75,44,73,73.35
Lucas Barrios,71,78,77,43,68,73.35
Matheus Pereira,86,66,77,25,68,73.35
N'Golo Kante,80,65,72,73,92,73.35
Pedro Henrique,84,73,73,22,65,73.35
Sebastian Polter,82,73,75,15,72,73.35
Sergio Ramos,79,60,77,85,86,73.35
Waldemar Sobota,90,65,72,33,72,73.35
Yannick Djalo,90,66,75,29,52,73.35
Alvaro Cejudo,79,67,81,31,73,73.30
Blaise Matuidi,76,65,74,82,94,73.30
Jonjo Shelvey,67,70,85,55,79,73.30
Silvan Widmer,84,58,76,72,86,73.30
Victor Obinna,88,67,75,14,72,73.30
Alan Kardec,70,81,78,21,70,73.25
Cheick Diabate,65,83,81,21,70,73.25
Enzo Perez,71,67,79,74,89,73.25
Federico Dionisi,79,75,75,23,68,73.25
Guillaume Gillet,72,73,73,72,85,73.25
Konstantinos Fortounis,77,74,75,38,71,73.25
Nabil Ghilas,77,71,81,29,62,73.25
Nelson Oliveira,76,73,78,33,70,73.25
Oussama Tannane,76,69,83,36,61,73.25
Robert Vittek,78,75,76,18,73,73.25
Antonio Langella,84,60,85,29,61,73.20
Brett Holman,78,64,80,43,89,73.20
Cheikhou Kouyate,79,64,74,70,92,73.20
Fernando Morientes,68,82,79,22,68,73.20
Filipe Luis,85,59,71,84,90,73.20
Ivo Rodrigues,81,69,77,35,67,73.20
Knowledge Musona,77,75,74,36,72,73.20
Luka Modric,74,71,73,69,87,73.20
Michael O'Halloran,90,68,70,26,70,73.20
Radamel Falcao,68,83,79,16,68,73.20
Ricardo Valente,78,73,77,22,74,73.20
Saul Berjon,79,67,83,26,64,73.20
Sekou Cisse,78,74,74,40,68,73.20
Cristian Rodriguez,77,66,82,39,74,73.15
Danko Lazovic,78,72,78,25,70,73.15
Edwin Gyasi,94,69,66,16,73,73.15
Maxi Rodriguez,72,75,81,31,64,73.15
Neeskens Kebano,80,73,74,25,76,73.15
Stefano Sturaro,79,57,81,72,89,73.15
Victor Anichebe,76,72,77,44,69,73.15
David Pollet,72,73,82,31,69,73.10
Dimitri Payet,75,75,77,29,71,73.10
Fabio Borini,77,76,76,13,75,73.10
Heldon,84,71,72,27,73,73.10
Innocent Emeghara,90,68,71,21,67,73.10
Ivan Ergic,77,71,74,56,74,73.10
Ja-Cheol Koo,73,70,80,50,74,73.10
Jonathan,84,56,79,69,79,73.10
Jozy Altidore,73,73,81,26,74,73.10
Kevin Strootman,68,66,85,69,79,73.10
Marcelo Brozovic,75,66,79,62,80,73.10
Nathan Kabasele,87,64,79,19,63,73.10
Simon Zoller,79,78,73,17,65,73.10
Stephane Sessegnon,77,71,75,45,79,73.10
Aleksandar Mitrovic,68,82,80,14,67,73.05
Aleksandar Tonev,86,59,80,32,79,73.05
Fin Bartels,85,68,70,38,85,73.05
Kevin Grosskreutz,77,74,66,68,91,73.05
Oussama Assaidi,85,65,76,29,76,73.05
Teofilo Gutierrez,70,82,78,13,68,73.05
Wesley,77,65,77,67,80,73.05
Adam Armstrong,92,71,65,20,72,73.00
Ahmed Hassan Koka,66,81,79,28,76,73.00
Benik Afobe,82,78,68,21,71,73.00
Bilal Basacikoglu,85,70,73,22,70,73.00
Charles Aranguiz,73,66,80,57,89,73.00
Emilio Nsue,86,59,74,58,88,73.00
Hugo Almeida,67,76,87,12,68,73.00
Joao Moutinho,67,73,77,67,91,73.00
Massimo Maccarone,69,80,81,25,55,73.00
Mauricio Pinilla,74,78,78,14,66,73.00
Rodri,78,70,81,16,70,73.00
Ronnie Schwartz,84,70,75,23,63,73.00
Saber Khalifa,79,75,71,35,75,73.00
Ze Luis,75,75,79,18,68,73.00
Ze Manuel,78,71,79,17,75,73.00
Bernard Mensah,79,65,79,48,73,72.95
Christian Gentner,60,74,83,70,87,72.95
Darren Bent,73,78,79,21,58,72.95
Fredy,93,66,68,25,72,72.95
Gonzalo Castro,72,69,76,76,81,72.95
Jonathan Schmid,79,67,74,57,82,72.95
Lennart Thy,82,65,76,39,82,72.95
Nacho Martinez,89,44,84,74,83,72.95
Roger,78,70,81,17,68,72.95
Ruud Vormer,68,74,75,66,91,72.95
Adnane Tighadouini,75,77,74,30,72,72.90
Ebenezer Assifuah,90,67,70,21,75,72.90
Jason Puncheon,76,74,77,26,70,72.90
Jean-Paul Boetius,85,72,70,28,68,72.90
Jefferson Lerma,79,56,83,62,88,72.90
Joselu,83,63,78,23,91,72.90
Junior Hoilett,90,66,73,17,67,72.90
Lucas Vazquez,79,69,78,23,79,72.90
Lucas,79,69,78,23,79,72.90
Martin Olsson,86,55,75,74,88,72.90
Nicolai Mueller,87,66,71,38,76,72.90
Ricardo Pereira,81,65,73,72,72,72.90
Rudy Gestede,76,76,76,16,74,72.90
Victor Moses,79,70,75,35,79,72.90
Alfred Finnbogason,69,82,75,28,73,72.85
Amad Al Hosni,82,75,68,25,82,72.85
Christian Atsu,90,65,72,29,66,72.85
Edu,69,73,82,35,78,72.85
Gregoire Defrel,83,76,70,18,65,72.85
Juanma Ortiz,77,63,80,53,84,72.85
Kevin Berigaud,75,71,78,50,63,72.85
Lazar Markovic,94,67,65,30,71,72.85
Leonardo Pavoletti,68,80,80,20,69,72.85
Patrick Ebert,74,67,80,59,72,72.85
Sami Khedira,69,65,83,76,79,72.85
Bakaye Traore,68,66,84,57,91,72.80
Daniel Williams,78,60,80,65,83,72.80
Haris Medunjanin,67,69,83,68,74,72.80
Jermaine Jones,72,58,86,70,90,72.80
Lavyin Kurzawa,76,71,69,80,80,72.80
Matheus,84,66,76,31,69,72.80
Mauro Esposito,81,69,75,34,72,72.80
Patrick van Aanholt,88,59,70,69,85,72.80
Sturgeon,84,66,74,32,80,72.80
Viktor Fischer,78,72,76,30,70,72.80
Alessio Cerci,86,68,73,24,69,72.75
Andrea Bertolacci,77,65,78,56,79,72.75
Billy Ketkeophomphone,82,72,74,15,72,72.75
Chuli,86,69,72,18,75,72.75
Connor Wickham,73,75,79,19,74,72.75
David Goodwillie,91,65,72,16,71,72.75
Derlis Gonzalez,86,68,70,34,77,72.75
Diogo Jota,79,71,76,26,73,72.75
Jacob Mulenga,72,68,84,33,78,72.75
John Utaka,79,72,77,25,62,72.75
Jose Manuel Casado,83,52,82,67,86,72.75
Kolbeinn Sigthorsson,69,77,79,30,75,72.75
Konstantinos Mitroglou,66,80,82,23,64,72.75
Sam Larsson,77,71,73,52,77,72.75
Shawn Parker,79,68,82,19,62,72.75
Cacau,74,76,77,25,67,72.70
Caio,77,72,82,12,56,72.70
German Denis,66,80,82,18,68,72.70
Ioannis Amanatidis,73,76,77,34,64,72.70
Isma Lopez,85,71,62,73,73,72.70
Jetro Willems,84,54,78,76,82,72.70
Luciano Dario Vietto,77,82,68,23,69,72.70
Luis Figo,74,72,81,27,65,72.70
Rafael Martinho,91,58,72,49,79,72.70
Santi Cazorla,66,77,78,56,72,72.70
Tiago Luis,85,68,74,38,54,72.70
Bruno Henrique,84,71,73,23,62,72.65
Denis Suarez,80,69,75,37,72,72.65
Emmanuel Mayuka,88,72,69,15,64,72.65
Fidel,90,63,72,19,84,72.65
Jonathan Urretaviscaya,84,65,78,34,57,72.65
Juan Delgado,81,73,69,39,76,72.65
Kalu Uche,78,70,79,27,64,72.65
Ken Reichel,78,66,74,68,77,72.65
Lucas Ariel Ocampos,79,69,76,45,64,72.65
Luuk de Jong,66,77,80,39,76,72.65
Mathieu Valbuena,82,69,75,21,76,72.65
Miralem Pjanic,71,70,79,57,76,72.65
Morgan Sanson,73,69,77,66,73,72.65
Nemanja Gudelj,68,63,86,59,92,72.65
Nick Blackman,79,69,77,32,71,72.65
Philippe Coutinho,77,70,79,24,73,72.65
Riccardo Meggiorini,79,77,70,22,75,72.65
Wilde-Donald Guerrier,90,69,63,58,63,72.65
Albert Rusnak,80,66,78,35,73,72.60
Aldair,90,61,76,20,70,72.60
Cristian Stuani,71,72,78,39,87,72.60
Dwight Gayle,83,74,72,12,66,72.60
Faycal Rherras,84,57,78,64,74,72.60
Federico Bernardeschi,83,66,74,34,80,72.60
Garra Dembele,79,69,80,25,59,72.60
Ilkay Guendogan,76,67,77,57,75,72.60
Ismaily,80,60,75,75,87,72.60
Ivica Olic,70,75,80,21,81,72.60
James Morrison,68,72,80,55,77,72.60
Leon Bailey,92,60,73,32,70,72.60
Nemanja Nikolic,73,80,74,15,75,72.60
Nicolas Verdier,85,67,75,21,69,72.60
Andre Gomes,73,68,77,65,78,72.55
Daniele Baselli,77,65,76,61,82,72.55
Jordan Henderson,73,67,75,68,93,72.55
"Junichi Inamoto,20",65,72,81,68,75,72.55
Manuel Trigueros,72,66,81,53,84,72.55
Markel Susaeta,76,72,79,17,72,72.55
Mehdi Carcela-Gonzalez,81,70,76,25,64,72.55
Nathaniel Clyne,86,54,74,80,87,72.55
Ricardo Vaz Te,77,71,80,28,55,72.55
Robert Beric,70,79,73,43,76,72.55
Steven Berghuis,72,74,79,35,66,72.55
Steven Gerrard,54,76,90,63,68,72.55
Vicente Iborra,57,72,85,85,82,72.55
Adlene Guedioura,72,63,84,60,76,72.50
Adrien Thomasson,77,69,75,52,72,72.50
Dario Lezcano,80,72,71,41,71,72.50
Ezequiel Lavezzi,82,69,76,21,67,72.50
Freddie Sears,86,73,66,19,81,72.50
Hernani,92,61,74,14,74,72.50
Mohamed Yattara,84,67,77,17,65,72.50
Moritz Stoppelkamp,78,65,76,49,87,72.50
Robert Brady,79,66,75,50,80,72.50
Somen Tchoyi,78,69,75,44,74,72.50
Thomas Hitzlsperger,64,65,91,64,66,72.50
Adrian Lopez,78,74,75,21,66,72.45
Corentin Jean,81,77,69,20,67,72.45
Djaniny,85,70,71,23,70,72.45
Fabian Frei,68,68,80,66,87,72.45
Fagner,83,58,73,72,93,72.45
James Forrest,90,64,72,27,66,72.45
Jean Deza,81,72,75,21,60,72.45
Jonathan Hayes,91,60,69,43,86,72.45
Juanfran,89,56,68,80,91,72.45
Lars Veldwijk,72,73,82,19,68,72.45
Maciej Makuszewski,85,66,74,33,66,72.45
Miku,77,72,73,45,72,72.45
Mohamed Zidan,77,75,75,16,71,72.45
Nicolas Benezet,86,69,72,27,60,72.45
Sandro Ramirez,78,76,74,15,66,72.45
Alban Meha,67,72,83,48,68,72.40
Davy Proepper,71,64,82,55,91,72.40
Gregory van der Wiel,81,60,74,78,80,72.40
Jonatan Johansson,76,77,73,23,69,72.40
Jonathan Walters,68,75,73,61,91,72.40
Josue,69,71,82,41,75,72.40
Mame Baba Thiam,84,71,72,11,75,72.40
Mariano Julio Izco,75,60,82,68,78,72.40
Panagiotis Kone,76,69,75,49,79,72.40
Rodrigo De Paul,75,69,80,38,66,72.40
Steven Fletcher,69,80,76,23,75,72.40
Tolgay Arslan,75,64,80,60,74,72.40
Yoichiro Kakitani,86,72,70,11,69,72.40
Andres Guardado,82,60,75,57,88,72.35
Andy Najar,81,68,66,70,87,72.35
Diniyar Bilyaletdinov,75,64,82,52,69,72.35
Djibril Cisse,79,73,74,25,66,72.35
Eden Ben Basat,72,77,74,41,68,72.35
Emile Lokonda Mpenza,78,73,76,26,59,72.35
Goncalo Guedes,83,68,75,25,66,72.35
Humberto Suazo,69,79,75,35,74,72.35
Jermaine Beckford,79,72,73,30,73,72.35
Jiri Stajner,75,75,76,24,67,72.35
Stewart Downing,75,67,79,44,77,72.35
Cafu,64,68,84,68,82,72.30
Emmanuel Agyemang-Badu,79,60,76,68,88,72.30
Gerso Fernandes,93,66,70,17,55,72.30
Lee Tomlin,75,74,76,29,67,72.30
Nolan Roux,75,76,75,20,70,72.30
Pedro Morales,69,68,82,60,72,72.30
Ruben Baraja,64,69,86,67,65,72.30
Yannik Boli,82,72,73,18,66,72.30
Zakaria Labyad,78,65,82,24,72,72.30
Alain Traore,71,67,87,50,45,72.25
Alejandro Bedoya,73,69,77,45,86,72.25
Alex Menendez,76,72,70,62,75,72.25
Ewerthon,81,73,75,16,55,72.25
Jhon Murillo,93,64,70,15,68,72.25
Jonathan Cristaldo,74,77,75,21,68,72.25
Leandro Damiao,70,76,79,32,63,72.25
Mathis Bolly,96,63,67,25,64,72.25
Pablo Hernandez,77,71,76,42,59,72.25
Rouwen Hennings,74,74,74,30,83,72.25
Crislan,81,68,75,25,75,72.20
Fredy Hinestroza,91,52,81,30,70,72.20
Jelle Vossen,66,80,75,33,85,72.20
Joao Pedro Galvao,77,69,77,30,76,72.20
Joshua John,92,69,65,24,64,72.20
Lorenzo Ebicilio,80,63,82,30,64,72.20
Manu del Moral,77,69,81,12,70,72.20
Nadir Ciftci,72,70,83,32,62,72.20
Renato Steffen,82,69,73,26,74,72.20
Sebastian Freis,77,71,72,41,83,72.20
Dani Abalo,82,57,83,40,71,72.15
Ibrahim Afellay,77,71,75,36,69,72.15
Johan Vonlanthen,85,67,73,29,64,72.15
Miroslav Klose,69,84,76,16,53,72.15
Mohamadou Idrissou,73,72,76,35,82,72.15
Mulota Kabangu,79,67,82,15,60,72.15
Vaclav Kadlec,87,72,67,26,61,72.15
Vinicius Pacheco,79,67,75,41,76,72.15
Alejandro Dominguez,71,75,80,34,52,72.10
Anis Ben-Hatira,79,72,74,19,73,72.10
Chancel Mbemba,79,57,79,78,74,72.10
Danijel Pranjic,74,64,81,60,68,72.10
Garry Mendes Rodrigues,85,66,67,50,84,72.10
Juan Camilo Zuniga,86,56,76,66,68,72.10
Julien Faubert,76,62,79,72,68,72.10
Marouane Chamakh,67,73,80,44,78,72.10
Matias Ezequiel Schelotto,84,52,78,70,88,72.10
Matias Fernandez,76,66,79,46,70,72.10
May Mahlangu,82,56,79,47,93,72.10
Mbark Boussoufa,76,73,72,35,81,72.10
Michiel Kramer,72,82,70,29,69,72.10
Milos Jojic,71,71,80,41,69,72.10
Saul Niguez,74,67,74,69,83,72.10
Wilfried Dalmat,86,64,74,22,76,72.10
Amara Baby,86,58,73,57,82,72.05
Andrey Voronin,67,76,82,28,63,72.05
Brice Dja Djedje,84,58,72,72,85,72.05
Gary Hooper,71,77,77,22,69,72.05
Javier Aquino,92,62,70,22,75,72.05
Jerold Promes,69,69,79,69,70,72.05
Jesse Lingard,82,73,66,36,79,72.05
Marcos Alonso,79,58,76,73,90,72.05
Marko Perovic,75,70,78,34,69,72.05
Mevlut Erdinc,75,74,73,33,76,72.05
Ricardo Rodriguez,76,59,78,85,78,72.05
Wender,78,67,77,34,75,72.05
Andre Simoes,84,62,69,60,90,72.00
Arvydas Novikovas,90,62,75,13,65,72.00
Gaston Ramirez,72,74,77,33,69,72.00
Glen Johnson,77,58,79,77,79,72.00
"Juanpi,20",76,71,75,39,69,72.00
Melvyn Lorenzen,85,68,73,29,55,72.00
Nicolas Maurice-Belay,83,65,73,46,68,72.00
Paulo Cesar,79,72,72,32,70,72.00
Richairo Zivkovic,80,74,73,16,62,72.00
Thorgan Hazard,76,71,77,28,68,72.00
Yves Hadley Desmarets,79,57,82,50,82,72.00
Callum Paterson,84,59,72,61,88,71.95
Denis Stracqualursi,66,76,80,38,69,71.95
Du-Ri Cha,86,50,79,72,77,71.95
Eddie Johnson,84,66,74,34,61,71.95
El-Arbi Hilal Soudani,73,73,78,29,66,71.95
Fernandinho,84,66,75,37,52,71.95
Garry O'Connor,76,70,75,40,73,71.95
Hameur Bouazza,75,70,77,42,65,71.95
Ji-Sung Park,76,70,72,45,86,71.95
Jose Ariel Nunez,78,74,73,22,67,71.95
Julian Brandt,79,70,76,25,64,71.95
Kevin Malcuit,87,66,64,65,72,71.95
Nelson Haedo Valdez,78,69,75,39,68,71.95
Pablo Osvaldo,66,79,80,19,70,71.95
Prince Oniangue,65,71,79,68,81,71.95
Victor Romero Rodriguez,78,69,74,34,79,71.95
Yuri Zhirkov,78,63,74,68,81,71.95
Andre Castro,68,65,84,60,76,71.90
Artur Sobiech,77,72,74,35,65,71.90
Helder Tiago Guedes,76,73,75,29,65,71.90
Jaume Costa,85,53,75,76,84,71.90
Lewis Grabban,81,71,72,18,76,71.90
Marco Benassi,71,63,82,64,78,71.90
Mariano Gonzalez,74,69,78,50,62,71.90
Modou Barrow,90,68,65,30,70,71.90
Nicolas Anelka,66,77,81,25,69,71.90
Pedro Botelho,77,59,78,64,90,71.90
Pedro Santos,83,69,72,23,71,71.90
Arber Zeneli,85,66,71,35,70,71.85
Ernest Ohemeng,90,62,73,15,72,71.85
Florian Thauvin,78,70,76,29,64,71.85
Jeffrey Schlupp,86,56,74,65,76,71.85
Juan Sanchez Mino,77,68,76,41,70,71.85
Juanfran,81,53,80,66,87,71.85
Konstantin Rausch,82,61,73,64,77,71.85
Loic Perrin,74,64,74,86,79,71.85
Luciano Narsingh,93,66,65,19,74,71.85
Maxi Lopez,68,79,79,15,66,71.85
Simone Pepe,79,69,73,56,55,71.85
Sven Schipplock,71,75,76,27,78,71.85
Anders Konradsen,72,65,75,72,92,71.80
Dario Vidosic,79,68,73,45,71,71.80
Dawid Nowak,82,71,69,25,79,71.80
Djalma,83,66,73,32,72,71.80
Fransergio,75,67,73,63,83,71.80
Guerrero,77,74,73,23,69,71.80
Henrik Dalsgaard,88,65,62,72,74,71.80
Jimmy Cabot,90,70,65,27,59,71.80
Zoltan Stieber,77,71,73,26,84,71.80
Antonio Luna,77,59,78,67,84,71.75
Felipe Melo,69,61,84,76,75,71.75
Fraizer Campbell,79,73,70,32,71,71.75
Marco Pappa,69,68,82,56,65,71.75
Matej Vydra,83,72,70,16,69,71.75
Mateja Kezman,81,71,74,15,64,71.75
Matias Rodriguez,81,62,71,73,78,71.75
Nicolas Frutos,65,85,75,23,62,71.75
Omer Bayram,84,63,72,58,63,71.75
Rafinha,76,69,75,47,68,71.75
Roberto Pereyra,85,61,67,68,89,71.75
Sandro Wagner,65,78,83,15,64,71.75
Zakaria Bakkali,86,66,76,13,54,71.75
Alejandro Daro Gomez,86,66,70,24,78,71.70
Andre Silva,77,69,78,24,66,71.70
Arthur Boka,91,43,80,77,73,71.70
Benat Etxebarria,59,69,88,60,78,71.70
Craig Bryson,72,67,73,69,93,71.70
Dalcio Gomes,84,66,76,25,53,71.70
Davie Selke,76,73,73,25,77,71.70
Gabi,66,67,81,69,81,71.70
Lora,83,57,73,71,85,71.70
Lucas Nahuel Castro,81,64,77,24,78,71.70
Maxwell,74,67,71,79,83,71.70
Mbwana Samata,80,71,76,15,57,71.70
Nildo Petrolina,82,58,75,51,93,71.70
Vladimir Darida,65,72,76,62,94,71.70
Anatole Ngamukol,92,68,64,24,65,71.65
Antonio Barilla,88,50,76,60,89,71.65
Cesc Fabregas,62,76,77,62,81,71.65
Ezequiel Scarione,74,72,76,29,72,71.65
Felix Klaus,83,64,74,30,77,71.65
Fredrik Ljungberg,72,74,74,36,77,71.65
Javier Balboa,78,68,73,50,69,71.65
Joel Epalle,79,69,73,24,83,71.65
Leo Baptistao,77,75,73,17,66,71.65
Mario Rondon,78,72,74,15,74,71.65
Nauzet Aleman,64,67,89,40,73,71.65
Roberto Damian Colautti,69,74,81,23,66,71.65
Rui Pedro,76,71,76,26,69,71.65
Sebastian Larsson,62,72,81,64,79,71.65
Sebastian Ribas,72,74,77,26,69,71.65
Vincenzo Grifo,75,68,80,23,72,71.65
Clarence Seedorf,64,72,84,40,72,71.60
DaMarcus Beasley,85,61,68,67,81,71.60
Dusan Svento,81,63,72,63,73,71.60
Gabriel Torje,82,65,75,29,71,71.60
Gerard Moreno,65,81,74,42,70,71.60
Kieran Agard,89,64,65,48,76,71.60
Lucas Joao,77,72,75,21,67,71.60
Rasmus Elm,66,60,86,70,90,71.60
Stanislav Vlcek,72,72,77,35,71,71.60
Yannick Gerhardt,69,71,75,64,78,71.60
Fernando,76,63,73,79,80,71.55
Florin Berenguer,83,69,68,35,76,71.55
Helder Postiga,72,72,77,27,78,71.55
Jesus Corona,79,75,66,37,74,71.55
Kalifa Coulibaly,78,73,72,35,58,71.55
Lorenzo Insigne,85,70,68,16,77,71.55
Manuel Lanzini,79,70,73,20,79,71.55
Oscar Gonzalez,68,72,81,41,64,71.55
Pedro Mendes,67,68,79,74,73,71.55
Vaclav Pilar,79,71,73,33,60,71.55
Vadis Odjidja-Ofoe,69,67,79,64,77,71.55
Alexy Bosetti,81,75,68,19,67,71.50
Bruno Fernandes,78,66,72,58,76,71.50
Edmilson Junior,78,67,74,37,79,71.50
Fabian Canobbio,74,70,78,23,75,71.50
Fernando Marcal,82,55,76,67,85,71.50
Godfred Donsah,78,58,78,60,86,71.50
Jeremie Boga,79,73,68,34,76,71.50
Jonathan Leko,91,66,66,20,72,71.50
Jussie,71,76,77,28,58,71.50
Kuca,83,68,71,22,76,71.50
Michael Lang,77,65,71,75,77,71.50
Pablo Javier Perez,71,66,78,60,80,71.50
Adam Marusic,82,65,71,46,75,71.45
Aristide Bance,75,69,81,26,53,71.45
Atiba Hutchinson,75,63,73,72,91,71.45
Baba,78,64,81,15,76,71.45
"Bennedict McCarthy,27",68,76,80,29,56,71.45
Branimir Hrgota,68,81,74,25,66,71.45
Bruma,92,58,74,21,64,71.45
Diego Biseswar,85,62,76,23,68,71.45
Fabio Martins,79,65,77,30,73,71.45
Juan Quintero,76,65,85,18,55,71.45
Kenwyne Jones,68,70,82,41,68,71.45
Martin Zeman,90,62,68,37,72,71.45
Michal Mak,92,69,65,13,60,71.45
Yoshito Okubo,85,69,69,23,68,71.45
Albert Crusat,90,55,77,17,79,71.40
Bernardo Silva,77,72,69,46,74,71.40
Dani Benitez,75,65,84,32,52,71.40
Eder Luis,82,63,72,41,85,71.40
Fabio Coentrao,78,65,69,77,79,71.40
James McClean,79,67,69,59,79,71.40
Joaquin,79,69,74,29,67,71.40
Jonathan Pitroipa,91,67,64,25,71,71.40
Leonardo Bittencourt,79,65,72,54,78,71.40
Marco Borriello,66,80,80,18,54,71.40
Mihail Aleksandrov,90,69,63,28,68,71.40
Nemanja Matic,68,64,78,78,90,71.40
Omar El Kaddouri,75,63,81,39,75,71.40
Samuel Umtiti,77,51,83,80,82,71.40
Santiago Montoya,85,63,74,38,58,71.40
Vedad Ibisevic,64,80,80,20,64,71.40
Alexander Meier,54,83,83,41,66,71.35
Arda Turan,70,72,74,56,75,71.35
Boubacar Diabang Dialiba,93,58,65,48,83,71.35
Dario Cvitanich,72,78,72,28,67,71.35
Derley,72,73,76,27,74,71.35
dos Santos Fabio Junior,77,68,75,34,73,71.35
Edson Sitta,71,65,78,71,72,71.35
Gael Kakuta,77,68,77,23,72,71.35
Gilles Sunu,78,70,74,29,66,71.35
Jonas Kamper,74,61,85,44,63,71.35
Kamil Kurowski,79,66,71,52,79,71.35
Lica,75,72,74,29,72,71.35
Mathieu Dossevi,80,64,75,36,77,71.35
Matos,79,72,72,20,69,71.35
Matteo Mancosu,78,74,72,14,69,71.35
Nosa Emanuel Igiebor,73,61,81,53,84,71.35
Roger Espinoza,69,62,81,69,86,71.35
Thomas Enevoldsen,75,67,78,37,70,71.35
Anthony Mounier,80,68,72,28,78,71.30
Charles N'Zogbia,76,65,78,41,71,71.30
Darwin Machis,85,72,66,20,68,71.30
Diego Barcelos,82,66,73,27,73,71.30
Edu Albacar,76,54,86,68,62,71.30
Fernando Uribe,74,73,74,32,68,71.30
Frantisek Rajtoral,83,54,75,72,82,71.30
Jermaine Jenas,68,69,76,62,86,71.30
Jose Luis Fernandez,80,65,74,34,78,71.30
Julio Cesar Machado,84,56,72,68,86,71.30
Kevin Lasagna,85,73,65,11,77,71.30
Marama Vahirua,76,73,73,31,63,71.30
Marion,90,67,66,20,68,71.30
Rachid Ghezzal,74,71,74,42,70,71.30
Roland Alberg,74,66,79,40,72,71.30
Toni Kroos,52,76,87,60,76,71.30
Zequinha,81,67,73,29,71,71.30
Alexander Gerndt,73,73,73,32,79,71.25
Andre Santos,71,63,82,68,61,71.25
Andrej Kramaric,69,76,77,20,73,71.25
Angelos Basinas,72,61,80,71,76,71.25
Anthony Limbombe,86,63,75,15,66,71.25
Bojan Krkic,75,71,77,20,67,71.25
Christian Lell,83,56,74,63,84,71.25
Danijel Aleksic,80,66,74,42,63,71.25
Edgar Alvarez,91,54,75,38,67,71.25
Luis Pedro Cavanda,93,51,69,64,83,71.25
Marc Albrighton,79,68,70,41,82,71.25
Mehdi Zeffane,80,54,78,65,88,71.25
